Ticket Nr,Sub Nr,Log Type,Trade Date Time,Scale Nr,Void Type,Sales Type,PLU Nr,PLU Name,Weight,Weight Unit,Quantity,Unit Price,Total Price,Effective Price,Trade Date,Trade Time
729,2,Details,2020-09-09 14:18:39,136,Normal,Normal,642,B. Petchay,0.548,kg,1.0,75.0,41.0,41.0,2020-09-09,14:18:39
424,1,Details,2020-09-09 14:14:09,48,Normal,Normal,610,Red Onion,0.186,kg,1.0,125.0,23.25,23.25,2020-09-09,14:14:09
424,2,Details,2020-09-09 14:14:52,48,Normal,Normal,612,Garlic,0.114,kg,1.0,119.0,13.5,13.5,2020-09-09,14:14:52
424,3,Details,2020-09-09 14:15:39,48,Normal,Normal,650,Tomato /LOCAL,0.36,kg,1.0,88.0,31.75,31.75,2020-09-09,14:15:39
419,1,Details,2020-09-09 14:13:51,126,Normal,Normal,435,Longanisa,2.842,kg,1.0,362.0,1028.75,1028.75,2020-09-09,14:13:51
418,1,Details,2020-09-09 14:13:28,126,Normal,Normal,809,Breakfast Sausage,0.0,PCS,2.0,134.0,268.0,268.0,2020-09-09,14:13:28
418,2,Details,2020-09-09 14:13:32,126,Normal,Normal,823,Boneless Bangus,0.0,PCS,1.0,159.0,159.0,159.0,2020-09-09,14:13:32
423,1,Details,2020-09-09 14:10:33,48,Normal,Normal,630,Patatas,0.488,kg,1.0,89.0,43.5,43.5,2020-09-09,14:10:33
728,1,Details,2020-09-09 14:09:41,136,Normal,Normal,200,beef laman,0.586,kg,1.0,357.0,209.25,209.25,2020-09-09,14:09:41
417,1,Details,2020-09-09 13:53:14,126,Normal,Normal,610,Red Onion,0.556,kg,1.0,125.0,69.5,69.5,2020-09-09,13:53:14
417,2,Details,2020-09-09 13:53:26,126,Normal,Normal,650,Tomato /LOCAL,0.298,kg,1.0,88.0,26.25,26.25,2020-09-09,13:53:26
417,3,Details,2020-09-09 13:55:10,126,Normal,Normal,100,PORK LAMAN,0.522,kg,1.0,209.0,109.0,109.0,2020-09-09,13:55:10
422,1,Details,2020-09-09 13:47:26,48,Cancel,Normal,110,Pork giniling,0.268,kg,1.0,231.0,62.0,62.0,2020-09-09,13:47:26
727,1,Details,2020-09-09 13:46:45,136,Normal,Normal,110,Pork giniling,0.266,kg,1.0,231.0,61.5,61.5,2020-09-09,13:46:45
421,1,Details,2020-09-09 13:37:54,48,Normal,Normal,610,Red Onion,0.278,kg,1.0,125.0,34.75,34.75,2020-09-09,13:37:54
726,1,Details,2020-09-09 13:37:03,136,Normal,Normal,210,beef giniling,0.516,kg,1.0,352.0,181.75,181.75,2020-09-09,13:37:03
420,1,Details,2020-09-09 13:33:33,48,Normal,Normal,200,beef laman,3.026,kg,1.0,357.0,1080.25,1080.25,2020-09-09,13:33:33
420,2,Details,2020-09-09 13:34:25,48,Normal,Normal,180,Pork liver,1.05,kg,1.0,119.0,125.0,125.0,2020-09-09,13:34:25
420,3,Details,2020-09-09 13:35:17,48,Normal,Normal,124,Porkchop-batok,1.12,kg,1.0,179.0,200.5,200.5,2020-09-09,13:35:17
725,1,Details,2020-09-09 13:21:05,136,Normal,Normal,110,Pork giniling,1.006,kg,1.0,231.0,232.5,232.5,2020-09-09,13:21:05
725,2,Details,2020-09-09 13:21:33,136,Normal,Normal,130,Pork buto buto,0.608,kg,1.0,189.0,115.0,115.0,2020-09-09,13:21:33
725,3,Details,2020-09-09 13:21:51,136,Normal,Normal,150,Pork pata front,1.696,kg,1.0,189.0,320.5,320.5,2020-09-09,13:21:51
419,1,Details,2020-09-09 13:22:10,48,Normal,Normal,990,Sandwich,0.0,PCS,1.0,45.0,45.0,45.0,2020-09-09,13:22:10
418,1,Details,2020-09-09 13:20:27,48,Normal,Normal,640,Cabbage,0.582,kg,1.0,69.0,40.25,40.25,2020-09-09,13:20:27
418,2,Details,2020-09-09 13:20:38,48,Normal,Normal,642,B. Petchay,0.432,kg,1.0,75.0,32.5,32.5,2020-09-09,13:20:38
417,1,Details,2020-09-09 13:17:34,48,Normal,Normal,130,Pork buto buto,1.136,kg,1.0,189.0,214.75,214.75,2020-09-09,13:17:34
417,2,Details,2020-09-09 13:18:19,48,Normal,Normal,100,PORK LAMAN,1.084,kg,1.0,209.0,226.5,226.5,2020-09-09,13:18:19
417,3,Details,2020-09-09 13:18:46,48,Normal,Normal,230,beef buto-buto 1,1.074,kg,1.0,299.0,321.25,321.25,2020-09-09,13:18:46
724,1,Details,2020-09-09 11:59:16,136,Normal,Normal,110,Pork giniling,0.988,kg,1.0,231.0,228.25,228.25,2020-09-09,11:59:16
724,2,Details,2020-09-09 11:59:47,136,Normal,Normal,230,beef buto-buto 1,1.13,kg,1.0,299.0,337.75,337.75,2020-09-09,11:59:47
724,3,Details,2020-09-09 12:00:45,136,Normal,Normal,124,Porkchop-batok,1.06,kg,1.0,179.0,189.75,189.75,2020-09-09,12:00:45
416,1,Details,2020-09-09 11:57:52,48,Normal,Normal,990,Sandwich,0.0,PCS,1.0,45.0,45.0,45.0,2020-09-09,11:57:52
415,1,Details,2020-09-09 11:52:32,48,Normal,Normal,209,Beef Shortplate-impt,0.75,kg,1.0,669.0,501.75,501.75,2020-09-09,11:52:32
415,2,Details,2020-09-09 11:52:37,48,Normal,Normal,430,Swiss Grill Sausage,0.542,kg,1.0,439.0,238.0,238.0,2020-09-09,11:52:37
415,3,Details,2020-09-09 11:52:40,48,Cancel,Normal,801,Frankfurter sausages,0.0,PCS,1.0,135.0,135.0,135.0,2020-09-09,11:52:40
415,4,Details,2020-09-09 11:53:53,48,Normal,Normal,130,Pork buto buto,1.046,kg,1.0,189.0,197.75,197.75,2020-09-09,11:53:53
415,5,Details,2020-09-09 11:54:52,48,Normal,Normal,465,Marinated Chicken,0.522,kg,1.0,309.0,161.25,161.25,2020-09-09,11:54:52
723,1,Details,2020-09-09 11:46:10,136,Normal,Normal,100,PORK LAMAN,1.52,kg,1.0,209.0,317.75,317.75,2020-09-09,11:46:10
414,1,Details,2020-09-09 11:33:48,48,Normal,Normal,180,Pork liver,0.508,kg,1.0,119.0,60.5,60.5,2020-09-09,11:33:48
414,2,Details,2020-09-09 11:34:16,48,Normal,Normal,100,PORK LAMAN,0.586,kg,1.0,209.0,122.5,122.5,2020-09-09,11:34:16
414,3,Details,2020-09-09 11:35:05,48,Normal,Normal,159,Pork soup bone,1.078,kg,1.0,105.0,113.25,113.25,2020-09-09,11:35:05
414,4,Details,2020-09-09 11:35:58,48,Normal,Normal,630,Patatas,0.316,kg,1.0,89.0,28.0,28.0,2020-09-09,11:35:58
414,5,Details,2020-09-09 11:36:05,48,Normal,Normal,618,Carrots,0.162,kg,1.0,75.0,12.25,12.25,2020-09-09,11:36:05
414,6,Details,2020-09-09 11:36:09,48,Normal,Normal,652,Bellpeper,0.094,kg,1.0,162.0,15.25,15.25,2020-09-09,11:36:09
414,7,Details,2020-09-09 11:36:19,48,Normal,Normal,695,Calamansi,0.14,kg,1.0,88.0,12.25,12.25,2020-09-09,11:36:19
414,8,Details,2020-09-09 11:36:32,48,Normal,Normal,624,Monggo Beans,0.252,kg,1.0,109.0,27.5,27.5,2020-09-09,11:36:32
416,1,Details,2020-09-09 10:55:50,126,Normal,Normal,251,beef bulalo canteen,1.138,kg,1.0,342.0,389.25,389.25,2020-09-09,10:55:50
416,2,Details,2020-09-09 10:58:01,126,Normal,Normal,201,beef laman canteen,1.036,kg,1.0,377.0,390.5,390.5,2020-09-09,10:58:01
416,3,Details,2020-09-09 10:58:42,126,Normal,Normal,808,Hungarian sausage,0.0,PCS,1.0,139.0,139.0,139.0,2020-09-09,10:58:42
416,4,Details,2020-09-09 10:58:46,126,Normal,Normal,808,Hungarian sausage,0.0,PCS,1.0,139.0,139.0,139.0,2020-09-09,10:58:46
416,5,Details,2020-09-09 10:59:31,126,Normal,Normal,213,beef kampto canteen,1.114,kg,1.0,358.0,398.75,398.75,2020-09-09,10:59:31
722,1,Details,2020-09-09 10:10:54,136,Normal,Normal,110,Pork giniling,0.252,kg,1.0,231.0,58.25,58.25,2020-09-09,10:10:54
721,1,Details,2020-09-09 10:04:43,136,Normal,Normal,800,Cervelas,0.0,PCS,1.0,135.0,135.0,135.0,2020-09-09,10:04:43
720,1,Details,2020-09-09 10:04:34,136,Normal,Normal,800,Cervelas,0.0,PCS,1.0,135.0,135.0,135.0,2020-09-09,10:04:34
719,1,Details,2020-09-09 09:59:57,136,Normal,Normal,820,Salami,0.878,kg,1.0,999.0,877.0,877.0,2020-09-09,09:59:57
719,2,Details,2020-09-09 10:03:37,136,Normal,Normal,410,Ham,0.614,kg,1.0,489.0,300.25,300.25,2020-09-09,10:03:37
718,1,Details,2020-09-09 10:02:51,136,Normal,Normal,110,Pork giniling,0.518,kg,1.0,231.0,119.75,119.75,2020-09-09,10:02:51
415,1,Details,2020-09-09 09:51:57,126,Normal,Normal,294,BEEF SINUSO/SIKO,7.83,kg,1.0,72.0,563.75,563.75,2020-09-09,09:51:57
415,2,Details,2020-09-09 09:52:03,126,Normal,Normal,236,beef bone marrow,0.358,kg,1.0,139.0,49.75,49.75,2020-09-09,09:52:03
414,1,Details,2020-09-09 09:53:27,126,Normal,Normal,210,beef giniling,1.002,kg,1.0,352.0,352.75,352.75,2020-09-09,09:53:27
717,1,Details,2020-09-09 09:44:38,136,Normal,Normal,234,beef paypay,1.014,kg,1.0,315.0,319.5,319.5,2020-09-09,09:44:38
717,2,Details,2020-09-09 09:47:12,136,Normal,Normal,202,beef steak,0.516,kg,1.0,402.0,207.5,207.5,2020-09-09,09:47:12
717,3,Details,2020-09-09 09:48:11,136,Normal,Normal,400,Tocino,1.074,kg,1.0,369.0,396.25,396.25,2020-09-09,09:48:11
717,4,Details,2020-09-09 09:50:01,136,Normal,Normal,435,Longanisa,1.066,kg,1.0,362.0,386.0,386.0,2020-09-09,09:50:01
716,1,Details,2020-09-09 09:43:37,136,Normal,Normal,202,beef steak,1.144,kg,1.0,402.0,460.0,460.0,2020-09-09,09:43:37
413,1,Details,2020-09-09 09:34:00,48,Normal,Normal,112,Pork liempo,1.092,kg,1.0,359.0,392.0,392.0,2020-09-09,09:34:00
413,2,Details,2020-09-09 09:35:51,48,Normal,Normal,124,Porkchop-batok,1.16,kg,1.0,179.0,207.75,207.75,2020-09-09,09:35:51
413,3,Details,2020-09-09 09:36:45,48,Normal,Normal,230,beef buto-buto 1,1.044,kg,1.0,299.0,312.25,312.25,2020-09-09,09:36:45
413,4,Details,2020-09-09 09:37:35,48,Normal,Normal,220,beef T-bone,0.504,kg,1.0,342.0,172.25,172.25,2020-09-09,09:37:35
413,5,Details,2020-09-09 09:38:56,48,Normal,Normal,463,Pork BBQ,0.354,kg,1.0,399.0,141.25,141.25,2020-09-09,09:38:56
413,6,Details,2020-09-09 09:39:49,48,Normal,Normal,464,Marinated Porkchop,0.75,kg,1.0,356.0,267.0,267.0,2020-09-09,09:39:49
413,7,Details,2020-09-09 09:41:26,48,Normal,Normal,308,chicken Wings,0.698,kg,1.0,189.0,132.0,132.0,2020-09-09,09:41:26
715,1,Details,2020-09-09 09:39:14,136,Normal,Normal,202,beef steak,1.104,kg,1.0,402.0,443.75,443.75,2020-09-09,09:39:14
715,2,Details,2020-09-09 09:40:33,136,Normal,Normal,250,beef bulalo,0.766,kg,1.0,352.0,269.75,269.75,2020-09-09,09:40:33
714,1,Details,2020-09-08 18:31:14,136,Normal,Normal,200,beef laman,0.276,kg,1.0,387.0,106.75,106.75,2020-09-08,18:31:14
713,1,Details,2020-09-08 18:28:19,136,Normal,Normal,200,beef laman,0.586,kg,1.0,387.0,226.75,226.75,2020-09-08,18:28:19
413,1,Details,2020-09-08 18:24:08,126,Normal,Normal,823,Boneless Bangus,0.0,PCS,1.0,159.0,159.0,159.0,2020-09-08,18:24:08
413,2,Details,2020-09-08 18:26:20,126,Normal,Normal,400,Tocino,0.594,kg,1.0,369.0,219.25,219.25,2020-09-08,18:26:20
412,1,Details,2020-09-08 18:19:04,48,Normal,Normal,464,Marinated Porkchop,1.67,kg,1.0,356.0,594.5,594.5,2020-09-08,18:19:04
412,2,Details,2020-09-08 18:21:37,48,Normal,Normal,452,Swiss Burger,0.618,kg,1.0,424.0,262.0,262.0,2020-09-08,18:21:37
412,3,Details,2020-09-08 18:21:40,48,Normal,Normal,420,Smoked Bacon,0.6,kg,1.0,549.0,329.5,329.5,2020-09-08,18:21:40
411,1,Details,2020-09-08 18:21:42,48,Normal,Normal,932,Hazelnut,0.262,kg,1.0,419.0,109.75,109.75,2020-09-08,18:21:42
410,1,Details,2020-09-08 18:11:35,48,Normal,Normal,611,W. Onion,0.128,kg,1.0,99.0,12.75,12.75,2020-09-08,18:11:35
409,1,Details,2020-09-08 18:07:40,48,Normal,Normal,642,B. Petchay,0.438,kg,1.0,75.0,32.75,32.75,2020-09-08,18:07:40
712,1,Details,2020-09-08 18:06:30,136,Normal,Normal,250,beef bulalo,0.442,kg,1.0,352.0,155.5,155.5,2020-09-08,18:06:30
412,1,Details,2020-09-08 18:06:26,126,Normal,Normal,465,Marinated Chicken,0.706,kg,1.0,299.0,211.0,211.0,2020-09-08,18:06:26
411,1,Details,2020-09-08 17:50:45,126,Normal,Normal,202,beef steak,3.002,kg,1.0,402.0,1206.75,1206.75,2020-09-08,17:50:45
411,2,Details,2020-09-08 17:53:00,126,Normal,Normal,202,beef steak,3.0,kg,1.0,402.0,1206.0,1206.0,2020-09-08,17:53:00
411,3,Details,2020-09-08 17:54:46,126,Normal,Normal,192,Pork backfat,0.602,kg,1.0,82.0,49.25,49.25,2020-09-08,17:54:46
411,4,Details,2020-09-08 17:57:03,126,Normal,Normal,192,Pork backfat,0.6,kg,1.0,82.0,49.25,49.25,2020-09-08,17:57:03
410,1,Details,2020-09-08 18:01:14,126,Normal,Normal,304,Chicken Breast,0.316,kg,1.0,189.0,59.75,59.75,2020-09-08,18:01:14
711,1,Details,2020-09-08 17:53:28,136,Normal,Normal,124,Porkchop-batok,1.074,kg,1.0,179.0,192.25,192.25,2020-09-08,17:53:28
711,2,Details,2020-09-08 17:54:03,136,Normal,Normal,100,PORK LAMAN,1.0,kg,1.0,239.0,239.0,239.0,2020-09-08,17:54:03
711,3,Details,2020-09-08 17:54:12,136,Normal,Normal,230,beef buto-buto 1,0.586,kg,1.0,299.0,175.25,175.25,2020-09-08,17:54:12
710,1,Details,2020-09-08 17:41:06,136,Normal,Normal,100,PORK LAMAN,0.33,kg,1.0,239.0,78.75,78.75,2020-09-08,17:41:06
710,2,Details,2020-09-08 17:43:10,136,Normal,Normal,172,Pork kalinawan-pure,0.264,kg,1.0,129.0,34.0,34.0,2020-09-08,17:43:10
710,3,Details,2020-09-08 17:43:35,136,Normal,Normal,610,Red Onion,0.148,kg,1.0,125.0,18.5,18.5,2020-09-08,17:43:35
408,1,Details,2020-09-08 17:33:45,48,Normal,Normal,610,Red Onion,0.104,kg,1.0,125.0,13.0,13.0,2020-09-08,17:33:45
408,2,Details,2020-09-08 17:33:49,48,Normal,Normal,612,Garlic,0.042,kg,1.0,119.0,5.0,5.0,2020-09-08,17:33:49
409,1,Details,2020-09-08 17:33:18,126,Normal,Normal,262,beef paa,0.636,kg,1.0,188.0,119.5,119.5,2020-09-08,17:33:18
709,1,Details,2020-09-08 17:28:31,136,Normal,Normal,110,Pork giniling,0.504,kg,1.0,231.0,116.5,116.5,2020-09-08,17:28:31
709,2,Details,2020-09-08 17:31:35,136,Normal,Normal,435,Longanisa,0.344,kg,1.0,362.0,124.5,124.5,2020-09-08,17:31:35
708,1,Details,2020-09-08 17:31:37,136,Normal,Normal,210,beef giniling,0.286,kg,1.0,352.0,100.75,100.75,2020-09-08,17:31:37
407,1,Details,2020-09-08 17:18:19,48,Normal,Normal,612,Garlic,0.094,kg,1.0,119.0,11.25,11.25,2020-09-08,17:18:19
408,1,Details,2020-09-08 17:02:54,126,Normal,Normal,305,Chicken Thigh,2.008,kg,1.0,179.0,359.5,359.5,2020-09-08,17:02:54
707,1,Details,2020-09-08 16:54:42,136,Normal,Normal,202,beef steak,0.54,kg,1.0,402.0,217.0,217.0,2020-09-08,16:54:42
707,2,Details,2020-09-08 16:55:30,136,Normal,Normal,130,Pork buto buto,1.056,kg,1.0,159.0,168.0,168.0,2020-09-08,16:55:30
707,3,Details,2020-09-08 16:59:50,136,Normal,Normal,104,Pork laman pure,1.11,kg,1.0,271.0,300.75,300.75,2020-09-08,16:59:50
707,4,Details,2020-09-08 17:01:14,136,Normal,Normal,611,W. Onion,0.138,kg,1.0,99.0,13.75,13.75,2020-09-08,17:01:14
707,5,Details,2020-09-08 17:01:42,136,Normal,Normal,110,Pork giniling,1.098,kg,1.0,231.0,253.75,253.75,2020-09-08,17:01:42
707,6,Details,2020-09-08 17:02:26,136,Normal,Normal,435,Longanisa,0.548,kg,1.0,362.0,198.5,198.5,2020-09-08,17:02:26
706,1,Details,2020-09-08 17:01:30,136,Normal,Normal,110,Pork giniling,1.02,kg,1.0,231.0,235.5,235.5,2020-09-08,17:01:30
706,2,Details,2020-09-08 17:02:12,136,Normal,Normal,298,Dogfood,1.856,kg,1.0,77.0,143.0,143.0,2020-09-08,17:02:12
406,1,Details,2020-09-08 16:57:56,48,Normal,Normal,990,Sandwich,0.0,PCS,1.0,45.0,45.0,45.0,2020-09-08,16:57:56
407,1,Details,2020-09-08 16:56:33,126,Normal,Normal,747,Korean Kimchi,0.0,PCS,1.0,150.0,150.0,150.0,2020-09-08,16:56:33
705,1,Details,2020-09-08 16:54:02,136,Normal,Normal,110,Pork giniling,1.01,kg,1.0,231.0,233.25,233.25,2020-09-08,16:54:02
406,1,Details,2020-09-08 16:50:12,126,Normal,Normal,124,Porkchop-batok,0.998,kg,1.0,179.0,178.75,178.75,2020-09-08,16:50:12
405,1,Details,2020-09-08 16:48:56,126,Cancel,Normal,124,Porkchop-batok,1.0,kg,1.0,179.0,179.0,179.0,2020-09-08,16:48:56
405,2,Details,2020-09-08 16:49:16,126,Normal,Normal,124,Porkchop-batok,1.034,kg,1.0,179.0,185.0,185.0,2020-09-08,16:49:16
704,1,Details,2020-09-08 16:44:07,136,Normal,Normal,432,MERGUEZ,0.514,kg,1.0,539.0,277.0,277.0,2020-09-08,16:44:07
703,1,Details,2020-09-08 16:38:43,136,Normal,Normal,240,beef kinalas,0.954,kg,1.0,214.0,204.25,204.25,2020-09-08,16:38:43
703,2,Details,2020-09-08 16:39:37,136,Normal,Normal,200,beef laman,0.264,kg,1.0,387.0,102.25,102.25,2020-09-08,16:39:37
703,3,Details,2020-09-08 16:43:08,136,Normal,Normal,100,PORK LAMAN,1.34,kg,1.0,239.0,320.25,320.25,2020-09-08,16:43:08
405,1,Details,2020-09-08 16:38:31,48,Normal,Normal,234,beef paypay,0.95,kg,1.0,315.0,299.25,299.25,2020-09-08,16:38:31
405,2,Details,2020-09-08 16:39:46,48,Normal,Normal,230,beef buto-buto 1,1.086,kg,1.0,299.0,324.75,324.75,2020-09-08,16:39:46
405,3,Details,2020-09-08 16:40:35,48,Normal,Normal,460,Cordon Bleu,0.362,kg,1.0,459.0,166.25,166.25,2020-09-08,16:40:35
702,1,Details,2020-09-08 16:38:36,136,Normal,Normal,100,PORK LAMAN,1.028,kg,1.0,239.0,245.75,245.75,2020-09-08,16:38:36
702,2,Details,2020-09-08 16:39:54,136,Normal,Normal,110,Pork giniling,1.006,kg,1.0,231.0,232.5,232.5,2020-09-08,16:39:54
701,1,Details,2020-09-08 16:36:08,136,Normal,Normal,154,Pork pata hulihan,1.434,kg,1.0,149.0,213.75,213.75,2020-09-08,16:36:08
700,1,Details,2020-09-08 16:24:40,136,Normal,Normal,120,Pork Chops,0.522,kg,1.0,239.0,124.75,124.75,2020-09-08,16:24:40
404,1,Details,2020-09-08 16:23:07,48,Normal,Normal,695,Calamansi,0.158,kg,1.0,88.0,14.0,14.0,2020-09-08,16:23:07
404,1,Details,2020-09-08 16:21:32,126,Normal,Normal,298,Dogfood,0.556,kg,1.0,77.0,42.75,42.75,2020-09-08,16:21:32
699,1,Details,2020-09-08 16:08:41,136,Normal,Normal,130,Pork buto buto,0.568,kg,1.0,159.0,90.25,90.25,2020-09-08,16:08:41
699,2,Details,2020-09-08 16:09:00,136,Normal,Normal,100,PORK LAMAN,0.542,kg,1.0,239.0,129.5,129.5,2020-09-08,16:09:00
699,3,Details,2020-09-08 16:09:54,136,Normal,Normal,305,Chicken Thigh,0.464,kg,1.0,179.0,83.0,83.0,2020-09-08,16:09:54
699,4,Details,2020-09-08 16:10:27,136,Cancel,Normal,110,Pork giniling,1.046,kg,1.0,231.0,241.75,241.75,2020-09-08,16:10:27
699,5,Details,2020-09-08 16:11:24,136,Normal,Normal,306,Chicken Drumstick,0.366,kg,1.0,194.0,71.0,71.0,2020-09-08,16:11:24
699,6,Details,2020-09-08 16:11:53,136,Normal,Normal,304,Chicken Breast,0.31,kg,1.0,189.0,58.5,58.5,2020-09-08,16:11:53
699,7,Details,2020-09-08 16:12:27,136,Normal,Normal,110,Pork giniling,0.58,kg,1.0,231.0,134.0,134.0,2020-09-08,16:12:27
699,8,Details,2020-09-08 16:13:01,136,Normal,Normal,100,PORK LAMAN,0.55,kg,1.0,239.0,131.5,131.5,2020-09-08,16:13:01
698,1,Details,2020-09-08 15:57:15,136,Normal,Normal,204,beef sirlion/rump/porterhouse,0.512,kg,1.0,469.0,240.25,240.25,2020-09-08,15:57:15
698,2,Details,2020-09-08 15:58:09,136,Normal,Normal,130,Pork buto buto,0.928,kg,1.0,159.0,147.5,147.5,2020-09-08,15:58:09
697,1,Details,2020-09-08 15:55:27,136,Normal,Normal,111,Pork giniling canteen,0.976,kg,1.0,221.0,215.75,215.75,2020-09-08,15:55:27
403,1,Details,2020-09-08 15:47:13,126,Normal,Normal,202,beef steak,3.002,kg,1.0,402.0,1206.75,1206.75,2020-09-08,15:47:13
403,2,Details,2020-09-08 15:48:22,126,Normal,Normal,202,beef steak,3.002,kg,1.0,402.0,1206.75,1206.75,2020-09-08,15:48:22
403,3,Details,2020-09-08 15:49:17,126,Normal,Normal,192,Pork backfat,0.6,kg,1.0,82.0,49.25,49.25,2020-09-08,15:49:17
403,4,Details,2020-09-08 15:50:02,126,Normal,Normal,192,Pork backfat,0.602,kg,1.0,82.0,49.25,49.25,2020-09-08,15:50:02
696,1,Details,2020-09-08 15:52:22,136,Normal,Normal,100,PORK LAMAN,0.53,kg,1.0,239.0,126.75,126.75,2020-09-08,15:52:22
695,1,Details,2020-09-08 15:50:07,136,Normal,Normal,202,beef steak,1.04,kg,1.0,402.0,418.0,418.0,2020-09-08,15:50:07
695,2,Details,2020-09-08 15:51:18,136,Normal,Normal,250,beef bulalo,1.498,kg,1.0,352.0,527.25,527.25,2020-09-08,15:51:18
402,1,Details,2020-09-08 15:40:45,126,Normal,Normal,818,Pastrami,0.544,kg,1.0,642.0,349.25,349.25,2020-09-08,15:40:45
402,2,Details,2020-09-08 15:44:28,126,Normal,Normal,210,beef giniling,0.274,kg,1.0,352.0,96.5,96.5,2020-09-08,15:44:28
402,3,Details,2020-09-08 15:45:01,126,Normal,Normal,230,beef buto-buto 1,1.322,kg,1.0,299.0,395.25,395.25,2020-09-08,15:45:01
402,4,Details,2020-09-08 15:47:23,126,Normal,Normal,575,fresh Tokwa,0.0,PCS,10.0,13.0,130.0,130.0,2020-09-08,15:47:23
694,1,Details,2020-09-08 15:46:08,136,Normal,Normal,130,Pork buto buto,1.196,kg,1.0,159.0,190.25,190.25,2020-09-08,15:46:08
403,1,Details,2020-09-08 15:41:14,48,Normal,Normal,990,Sandwich,0.0,PCS,1.0,45.0,45.0,45.0,2020-09-08,15:41:14
402,1,Details,2020-09-08 15:40:43,48,Normal,Normal,100,PORK LAMAN,1.56,kg,1.0,239.0,372.75,372.75,2020-09-08,15:40:43
693,1,Details,2020-09-08 15:34:42,136,Cancel,Normal,202,beef steak,3.0,kg,1.0,402.0,1206.0,1206.0,2020-09-08,15:34:42
693,2,Details,2020-09-08 15:39:12,136,Normal,Normal,210,beef giniling,0.53,kg,1.0,352.0,186.5,186.5,2020-09-08,15:39:12
693,3,Details,2020-09-08 15:39:56,136,Normal,Normal,112,Pork liempo,1.06,kg,1.0,359.0,380.5,380.5,2020-09-08,15:39:56
401,1,Details,2020-09-08 15:28:13,48,Normal,Normal,640,Cabbage,0.432,kg,1.0,69.0,29.75,29.75,2020-09-08,15:28:13
401,2,Details,2020-09-08 15:28:41,48,Normal,Normal,652,Bellpeper,0.092,kg,1.0,162.0,15.0,15.0,2020-09-08,15:28:41
401,3,Details,2020-09-08 15:29:18,48,Normal,Normal,610,Red Onion,0.226,kg,1.0,125.0,28.25,28.25,2020-09-08,15:29:18
401,4,Details,2020-09-08 15:30:35,48,Normal,Normal,612,Garlic,0.168,kg,1.0,119.0,20.0,20.0,2020-09-08,15:30:35
692,1,Details,2020-09-08 15:13:54,136,Normal,Normal,420,Smoked Bacon,0.632,kg,1.0,549.0,347.0,347.0,2020-09-08,15:13:54
400,1,Details,2020-09-08 15:12:55,48,Normal,Normal,990,Sandwich,0.0,PCS,1.0,45.0,45.0,45.0,2020-09-08,15:12:55
401,1,Details,2020-09-08 15:11:54,126,Normal,Normal,803,Cheese Sausage,0.0,PCS,1.0,144.0,144.0,144.0,2020-09-08,15:11:54
691,1,Details,2020-09-08 14:45:20,136,Normal,Normal,210,beef giniling,0.258,kg,1.0,352.0,90.75,90.75,2020-09-08,14:45:20
690,1,Details,2020-09-08 14:38:46,136,Normal,Normal,102,Pork laman skinless,1.564,kg,1.0,262.0,409.75,409.75,2020-09-08,14:38:46
690,2,Details,2020-09-08 14:43:55,136,Normal,Normal,200,beef laman,1.594,kg,1.0,387.0,617.0,617.0,2020-09-08,14:43:55
690,3,Details,2020-09-08 14:44:33,136,Normal,Normal,124,Porkchop-batok,1.156,kg,1.0,179.0,207.0,207.0,2020-09-08,14:44:33
399,1,Details,2020-09-08 14:12:01,48,Normal,Normal,610,Red Onion,0.24,kg,1.0,125.0,30.0,30.0,2020-09-08,14:12:01
399,2,Details,2020-09-08 14:12:11,48,Normal,Normal,612,Garlic,0.122,kg,1.0,119.0,14.5,14.5,2020-09-08,14:12:11
399,3,Details,2020-09-08 14:12:41,48,Normal,Normal,695,Calamansi,0.16,kg,1.0,88.0,14.0,14.0,2020-09-08,14:12:41
400,1,Details,2020-09-08 14:12:11,126,Normal,Normal,230,beef buto-buto 1,2.07,kg,1.0,299.0,619.0,619.0,2020-09-08,14:12:11
400,2,Details,2020-09-08 14:12:22,126,Normal,Normal,432,MERGUEZ,0.522,kg,1.0,539.0,281.25,281.25,2020-09-08,14:12:22
689,1,Details,2020-09-08 14:00:16,136,Normal,Normal,210,beef giniling,0.512,kg,1.0,352.0,180.25,180.25,2020-09-08,14:00:16
689,2,Details,2020-09-08 14:01:41,136,Normal,Normal,110,Pork giniling,0.5,kg,1.0,231.0,115.5,115.5,2020-09-08,14:01:41
688,1,Details,2020-09-08 13:44:23,136,Normal,Normal,460,Cordon Bleu,0.706,kg,1.0,459.0,324.0,324.0,2020-09-08,13:44:23
688,2,Details,2020-09-08 13:44:31,136,Normal,Normal,435,Longanisa,0.534,kg,1.0,362.0,193.25,193.25,2020-09-08,13:44:31
688,3,Details,2020-09-08 13:44:52,136,Normal,Normal,432,MERGUEZ,0.272,kg,1.0,539.0,146.5,146.5,2020-09-08,13:44:52
688,4,Details,2020-09-08 13:45:18,136,Normal,Normal,430,Swiss Grill Sausage,0.236,kg,1.0,439.0,103.5,103.5,2020-09-08,13:45:18
688,5,Details,2020-09-08 13:45:45,136,Normal,Normal,300,chicken fresh,1.298,kg,1.0,159.0,206.5,206.5,2020-09-08,13:45:45
